TANGGAL,FF_AVG,FF_X,RH_AVG,TAVG,RR,cluster,cluster_label
2025-06-16,3.0,9.0,79.0,27.4,0.0,2,Angin Sedang
2025-06-17,1.0,7.0,88.0,25.4,57.0,0,Angin Ringan
2025-06-18,0.0,2.0,94.0,24.6,34.7,0,Angin Ringan
2025-06-19,2.0,8.0,92.0,24.9,7.5,2,Angin Sedang
2025-06-20,3.0,7.0,82.0,25.9,0.2,2,Angin Sedang
2025-06-21,1.0,7.0,90.0,25.2,53.0,0,Angin Ringan
2025-06-22,3.0,10.0,83.0,26.6,25.2,2,Angin Sedang
2025-06-23,3.0,14.0,80.0,27.2,0.0,2,Angin Sedang
2025-06-24,2.0,10.0,82.0,26.4,0.0,2,Angin Sedang
2025-06-25,2.0,7.0,86.0,25.7,0.0,2,Angin Sedang
2025-06-26,3.0,8.0,83.0,26.3,2.7,2,Angin Sedang
2025-06-27,2.0,6.0,81.0,26.6,0.0,2,Angin Sedang
2025-06-28,3.0,10.0,89.0,25.4,0.0,2,Angin Sedang
2025-06-29,0.0,3.0,93.0,23.7,12.0,1,Angin Tenang
2025-06-30,3.0,13.0,82.0,26.4,0.9,2,Angin Sedang
2025-07-01,3.0,11.0,87.0,26.0,10.1,2,Angin Sedang
2025-07-02,2.0,9.0,86.0,25.7,2.4,2,Angin Sedang
2025-07-03,3.0,10.0,88.0,26.3,11.8,2,Angin Sedang
2025-07-04,1.0,6.0,90.0,25.5,51.6,0,Angin Ringan
2025-07-05,3.0,7.0,89.0,25.9,50.0,0,Angin Ringan
2025-07-06,3.0,13.0,88.0,25.3,86.0,0,Angin Ringan
2025-07-07,2.0,6.0,87.0,24.7,6.7,2,Angin Sedang
2025-07-08,1.0,4.0,86.0,26.1,53.8,0,Angin Ringan
2025-07-09,1.0,4.0,86.0,26.4,0.2,1,Angin Tenang
2025-07-10,2.0,4.0,82.0,25.5,1.4,1,Angin Tenang
2025-07-11,2.0,7.0,80.0,26.4,0.0,2,Angin Sedang
2025-07-12,3.0,7.0,80.0,26.3,0.0,2,Angin Sedang
2025-07-13,2.0,8.0,82.0,25.8,0.0,2,Angin Sedang
2025-07-14,1.0,4.0,87.0,26.5,2.7,1,Angin Tenang
2025-07-15,2.0,7.0,85.0,26.2,0.3,2,Angin Sedang
2025-07-16,3.0,9.0,84.0,26.3,0.0,2,Angin Sedang
2025-07-17,3.0,9.0,81.0,26.6,0.5,2,Angin Sedang
2025-07-18,1.0,5.0,80.0,26.9,0.2,1,Angin Tenang
2025-07-19,1.0,4.0,81.0,26.1,8.8,1,Angin Tenang
2025-07-20,2.0,10.0,78.0,26.4,0.0,2,Angin Sedang
2025-07-21,4.0,10.0,76.0,26.6,0.0,2,Angin Sedang
2025-07-22,2.0,8.0,76.0,26.1,0.0,2,Angin Sedang
2025-07-23,2.0,8.0,74.0,26.5,0.0,2,Angin Sedang
2025-07-24,2.0,10.0,75.0,26.8,0.0,2,Angin Sedang
2025-07-25,3.0,9.0,77.0,27.1,0.0,2,Angin Sedang
2025-07-26,2.0,8.0,79.0,26.6,0.0,2,Angin Sedang
2025-07-27,1.0,5.0,82.0,26.6,0.0,1,Angin Tenang
2025-07-28,2.0,6.0,85.0,25.9,55.3,0,Angin Ringan
2025-07-29,2.0,7.0,87.0,26.1,5.4,2,Angin Sedang
2025-07-30,2.0,6.0,89.0,25.6,53.5,0,Angin Ringan
2025-07-31,3.0,11.0,78.0,27.1,68.8,0,Angin Ringan
2025-08-01,2.0,8.0,81.0,26.6,0.0,2,Angin Sedang
2025-08-02,2.0,7.0,78.0,26.3,0.0,2,Angin Sedang
2025-08-03,3.0,9.0,84.0,26.2,0.0,2,Angin Sedang
2025-08-04,3.0,21.0,87.0,25.4,24.6,2,Angin Sedang
2025-08-05,2.0,5.0,87.0,25.4,66.5,0,Angin Ringan
2025-08-06,3.0,11.0,84.0,26.4,41.0,0,Angin Ringan
2025-08-07,2.0,6.0,83.0,26.7,0.0,2,Angin Sedang
2025-08-08,2.0,11.0,87.0,26.5,55.2,0,Angin Ringan
2025-08-09,3.0,24.0,89.0,25.4,1.8,2,Angin Sedang
2025-08-10,2.0,6.0,84.0,25.3,115.2,0,Angin Ringan
2025-08-11,2.0,6.0,91.0,25.2,43.0,0,Angin Ringan
2025-08-12,1.0,12.0,93.0,24.2,11.1,2,Angin Sedang
2025-08-13,3.0,8.0,85.0,25.4,15.0,2,Angin Sedang
2025-08-14,3.0,7.0,76.0,25.0,0.2,2,Angin Sedang
2025-08-15,1.0,7.0,77.0,25.3,0.4,1,Angin Tenang
2025-08-16,2.0,6.0,75.0,26.2,0.0,2,Angin Sedang
2025-08-17,4.0,15.0,78.0,26.1,0.0,2,Angin Sedang
2025-08-18,3.0,13.0,85.0,25.5,0.0,2,Angin Sedang
2025-08-19,2.0,5.0,89.0,25.2,0.9,2,Angin Sedang
2025-08-20,1.0,6.0,88.0,25.1,3.2,1,Angin Tenang
2025-08-21,3.0,8.0,85.0,25.4,15.1,2,Angin Sedang
2025-08-22,1.0,9.0,87.0,26.4,33.6,0,Angin Ringan
2025-08-23,3.0,7.0,83.0,27.0,0.4,2,Angin Sedang
2025-08-24,3.0,16.0,85.0,25.6,39.5,0,Angin Ringan
2025-08-25,1.0,5.0,87.0,25.0,4.2,1,Angin Tenang
2025-08-26,3.0,9.0,79.0,26.1,22.2,2,Angin Sedang
2025-08-27,3.0,6.0,75.0,26.4,0.0,2,Angin Sedang
2025-08-28,3.0,7.0,80.0,26.5,0.2,2,Angin Sedang
2025-08-29,2.0,12.0,83.0,26.1,4.2,2,Angin Sedang
2025-08-30,2.0,7.0,77.0,26.9,0.6,2,Angin Sedang
2025-08-31,2.0,9.0,87.0,25.3,39.2,0,Angin Ringan
2025-09-01,4.0,11.0,83.0,26.4,29.1,2,Angin Sedang
2025-09-02,3.0,15.0,73.0,27.0,0.0,2,Angin Sedang
2025-09-03,2.0,13.0,76.0,26.3,0.0,2,Angin Sedang
2025-09-04,3.0,14.0,74.0,26.9,0.0,2,Angin Sedang
2025-09-05,3.0,10.0,85.0,26.7,0.0,2,Angin Sedang
2025-09-06,2.0,6.0,85.0,25.6,39.8,0,Angin Ringan
2025-09-07,2.0,7.0,80.0,26.2,8.4,2,Angin Sedang
2025-09-08,2.0,7.0,82.0,26.5,0.0,2,Angin Sedang
2025-09-09,1.0,5.0,90.0,25.3,12.1,1,Angin Tenang
2025-09-10,3.0,10.0,83.0,26.2,0.6,2,Angin Sedang
2025-09-11,2.0,19.0,94.0,24.4,47.2,0,Angin Ringan
2025-09-12,2.0,16.0,87.0,25.8,2.4,2,Angin Sedang
2025-09-13,2.0,5.0,80.0,27.0,1.5,2,Angin Sedang
2025-09-14,2.0,7.0,86.0,25.6,8.6,2,Angin Sedang
2025-09-15,2.0,7.0,79.0,26.6,6.9,2,Angin Sedang
2025-09-16,3.0,8.0,85.0,25.6,0.2,2,Angin Sedang
2025-09-17,2.0,21.0,90.0,24.9,18.6,2,Angin Sedang
2025-09-18,1.0,4.0,93.0,24.7,84.0,0,Angin Ringan
2025-09-19,1.0,5.0,86.0,25.8,0.0,1,Angin Tenang
2025-09-20,2.0,11.0,87.0,25.7,0.0,2,Angin Sedang
2025-09-21,3.0,10.0,86.0,25.8,4.2,2,Angin Sedang
2025-09-22,2.0,5.0,85.0,26.8,0.2,2,Angin Sedang
2025-09-23,2.0,7.0,88.0,26.1,3.8,2,Angin Sedang
2025-09-24,3.0,15.0,81.0,26.5,37.0,2,Angin Sedang
2025-09-25,3.0,7.0,82.0,26.3,0.0,2,Angin Sedang
2025-09-26,3.0,10.0,83.0,26.4,1.2,2,Angin Sedang
2025-09-27,1.0,4.0,80.0,27.7,2.0,2,Angin Sedang
2025-09-28,3.0,11.0,78.0,27.1,0.0,2,Angin Sedang
2025-09-29,3.0,20.0,87.0,25.5,0.0,2,Angin Sedang
2025-09-30,4.0,20.0,86.0,25.3,35.6,2,Angin Sedang
2025-10-01,3.0,12.0,85.0,26.5,24.8,2,Angin Sedang
2025-10-02,2.0,13.0,94.0,24.4,1.8,2,Angin Sedang
2025-10-03,1.0,4.0,82.0,26.3,23.4,1,Angin Tenang
2025-10-04,3.0,13.0,79.0,26.8,0.0,2,Angin Sedang
2025-10-05,2.0,14.0,84.0,25.4,12.5,2,Angin Sedang
2025-10-06,3.0,14.0,76.0,27.3,6.4,2,Angin Sedang
2025-10-07,3.0,19.0,81.0,26.8,0.0,2,Angin Sedang
2025-10-08,3.0,13.0,84.0,26.4,0.2,2,Angin Sedang
2025-10-09,4.0,10.0,78.0,26.3,16.8,2,Angin Sedang
2025-10-10,3.0,15.0,75.0,27.2,0.2,2,Angin Sedang
2025-10-11,2.0,8.0,76.0,27.8,7.4,2,Angin Sedang
2025-10-12,2.0,12.0,78.0,27.9,16.8,2,Angin Sedang
2025-10-13,3.0,8.0,80.0,27.9,0.0,2,Angin Sedang
2025-10-14,2.0,5.0,75.0,28.6,0.0,2,Angin Sedang
2025-10-15,2.0,7.0,78.0,28.3,0.0,2,Angin Sedang
2025-10-16,3.0,14.0,80.0,27.9,0.0,2,Angin Sedang
2025-10-17,3.0,9.0,82.0,27.0,0.0,2,Angin Sedang
2025-10-18,1.0,8.0,87.0,26.8,6.4,2,Angin Sedang
2025-10-19,2.0,7.0,88.0,26.0,16.4,2,Angin Sedang
2025-10-20,2.0,6.0,85.0,27.6,18.5,2,Angin Sedang
2025-10-21,3.0,14.0,84.0,27.5,0.6,2,Angin Sedang
2025-10-22,2.0,8.0,84.0,26.8,6.2,2,Angin Sedang
2025-10-23,2.0,12.0,90.0,25.5,2.5,2,Angin Sedang
2025-10-24,2.0,9.0,93.0,25.2,4.0,2,Angin Sedang
2025-10-25,2.0,6.0,83.0,27.1,10.8,2,Angin Sedang
2025-10-26,2.0,9.0,92.0,25.5,0.8,2,Angin Sedang
2025-10-27,2.0,5.0,86.0,26.2,3.4,2,Angin Sedang
2025-10-28,2.0,6.0,88.0,25.2,16.5,2,Angin Sedang
2025-10-29,2.0,9.0,89.0,26.1,13.8,2,Angin Sedang
2025-10-30,2.0,6.0,86.0,26.2,8.4,2,Angin Sedang
2025-10-31,2.0,6.0,84.0,25.9,1.6,2,Angin Sedang
2025-11-01,2.0,6.0,85.0,26.5,2.6,2,Angin Sedang
2025-11-02,3.0,8.0,83.0,26.7,50.0,0,Angin Ringan
2025-11-03,2.0,13.0,84.0,26.3,4.0,2,Angin Sedang
2025-11-04,2.0,15.0,84.0,26.6,0.8,2,Angin Sedang
2025-11-05,2.0,9.0,83.0,26.3,14.4,2,Angin Sedang
2025-11-06,4.0,15.0,78.0,27.1,0.0,2,Angin Sedang
2025-11-07,5.0,14.0,81.0,27.8,0.5666666666666667,2,Angin Sedang
2025-11-08,3.0,14.0,84.0,26.2,1.1333333333333333,2,Angin Sedang
2025-11-09,5.0,15.0,78.0,27.2,1.7,2,Angin Sedang
2025-11-10,2.0,8.0,81.0,27.1,0.0,2,Angin Sedang
2025-11-11,3.0,11.0,84.0,26.2,1.0,2,Angin Sedang
2025-11-12,3.0,16.0,85.0,26.5,2.3,2,Angin Sedang
2025-11-13,2.0,7.0,85.0,25.8,1.2,2,Angin Sedang
2025-11-14,3.0,11.0,88.0,25.3,4.15,2,Angin Sedang
2025-11-15,3.0,9.0,80.0,26.9,7.1,2,Angin Sedang
2025-11-16,1.0,6.0,81.0,27.5,0.0,2,Angin Sedang
2025-11-17,2.0,8.0,79.0,27.5,0.1,2,Angin Sedang
2025-11-18,2.0,15.0,94.0,23.8,0.2,2,Angin Sedang
2025-11-19,2.0,6.0,85.0,26.2,37.4,0,Angin Ringan
2025-11-20,2.0,10.0,89.0,25.9,0.2,2,Angin Sedang
2025-11-21,4.0,9.0,79.0,26.9,2.5,2,Angin Sedang
2025-11-22,2.0,8.0,82.0,26.7,0.0,2,Angin Sedang
2025-11-23,3.0,10.0,87.0,25.3,38.8,0,Angin Ringan
2025-11-24,2.0,7.0,77.0,27.4,17.5,2,Angin Sedang
2025-11-25,2.0,8.0,78.0,26.5,0.0,2,Angin Sedang
2025-11-26,2.0,7.0,78.0,27.2,0.0,2,Angin Sedang
2025-11-27,2.0,8.0,80.0,27.5,0.0,2,Angin Sedang
2025-11-28,3.0,6.0,75.0,28.6,0.0,2,Angin Sedang
2025-11-29,2.0,5.0,81.0,27.2,0.0,2,Angin Sedang
2025-11-30,2.0,13.0,86.0,25.8,0.0,2,Angin Sedang
2025-12-01,2.0,8.0,88.0,26.0,79.4,0,Angin Ringan
2025-12-02,2.0,8.0,86.0,26.5,27.2,2,Angin Sedang
2025-12-03,2.0,15.0,86.0,27.0,0.6,2,Angin Sedang
2025-12-04,2.0,15.0,91.0,24.4,3.6,2,Angin Sedang
2025-12-05,2.0,7.0,84.0,25.8,38.9,0,Angin Ringan
2025-12-06,2.0,6.0,89.0,25.4,4.8,2,Angin Sedang
2025-12-07,2.0,10.0,86.0,26.7,5.0,2,Angin Sedang
2025-12-08,2.0,7.0,86.0,26.1,0.0,2,Angin Sedang
2025-12-09,2.0,7.0,86.0,26.4,2.2,2,Angin Sedang
2025-12-10,3.0,7.0,83.0,26.0,0.0,2,Angin Sedang
2025-12-11,0.0,4.0,94.0,25.5,41.4,0,Angin Ringan
2025-12-12,2.0,5.0,84.0,27.1,7.1,2,Angin Sedang
2025-12-13,2.0,9.0,85.0,26.8,0.2,2,Angin Sedang
2025-12-14,2.0,9.0,86.0,26.4,4.0,2,Angin Sedang
2025-12-15,3.0,11.0,85.0,26.2,3.6,2,Angin Sedang
2025-12-16,2.0,7.0,90.0,24.7,0.4,2,Angin Sedang
2025-12-17,3.0,14.0,84.0,26.8,34.6,2,Angin Sedang
2025-12-18,1.0,7.0,94.0,24.8,0.2,1,Angin Tenang
2025-12-19,3.0,8.0,96.0,24.2,11.1,2,Angin Sedang
2025-12-20,1.0,10.0,93.0,24.7,18.7,2,Angin Sedang
2025-12-21,3.0,8.0,94.0,25.1,31.7,0,Angin Ringan
2025-12-22,3.0,10.0,88.0,26.5,12.0,2,Angin Sedang
2025-12-23,3.0,10.0,86.0,27.3,0.2,2,Angin Sedang
2025-12-24,2.0,10.0,86.0,26.2,3.6,2,Angin Sedang
2025-12-25,2.0,11.0,86.0,26.7,0.0,2,Angin Sedang
2025-12-26,3.0,9.0,84.0,26.9,20.8,2,Angin Sedang
2025-12-27,1.0,6.0,76.0,28.6,0.2,2,Angin Sedang
2025-12-28,2.0,13.0,87.0,26.5,0.0,2,Angin Sedang
2025-12-29,2.0,8.0,86.0,25.7,13.4,2,Angin Sedang
2025-12-30,2.0,15.0,91.0,24.4,29.0,0,Angin Ringan
2025-12-31,2.0,10.0,92.0,25.1,54.2,0,Angin Ringan
2026-01-01,2.0,13.0,94.0,24.2,17.4,2,Angin Sedang
2026-01-02,4.0,11.0,91.0,24.9,5.4,2,Angin Sedang
2026-01-03,3.0,12.0,88.0,24.3,27.4,2,Angin Sedang
2026-01-04,2.0,7.0,87.0,26.1,4.8,2,Angin Sedang
2026-01-05,2.0,6.0,83.0,27.3,0.0,2,Angin Sedang
2026-01-06,4.0,11.0,82.0,27.3,0.0,2,Angin Sedang
2026-01-07,2.0,8.0,93.0,25.5,23.2,2,Angin Sedang
2026-01-08,2.0,6.0,86.0,25.8,6.6,2,Angin Sedang
2026-01-09,2.0,6.0,89.0,25.5,4.4,2,Angin Sedang
2026-01-10,3.0,11.0,88.0,25.2,6.4,2,Angin Sedang
2026-01-11,2.0,8.0,94.0,24.2,2.4,2,Angin Sedang
2026-01-12,2.0,4.0,96.0,22.9,49.6,0,Angin Ringan
2026-01-13,2.0,8.0,93.0,24.1,7.6,2,Angin Sedang
2026-01-14,4.0,10.0,95.0,23.9,14.6,2,Angin Sedang
2026-01-15,3.0,9.0,92.0,24.1,28.6,0,Angin Ringan
2026-01-16,3.0,10.0,85.0,25.8,1.4,2,Angin Sedang
2026-01-17,2.0,10.0,94.0,25.2,11.0,2,Angin Sedang
2026-01-18,1.0,4.0,93.0,24.9,15.2,1,Angin Tenang
2026-01-19,2.0,9.0,89.0,25.0,0.4,2,Angin Sedang
2026-01-20,2.0,8.0,89.0,24.5,21.4,2,Angin Sedang
2026-01-21,3.0,10.0,95.0,23.3,24.4,2,Angin Sedang
2026-01-22,3.0,7.0,92.0,24.4,8.2,2,Angin Sedang
2026-01-23,2.0,4.0,97.0,23.5,52.2,0,Angin Ringan
2026-01-24,3.0,10.0,91.0,25.2,29.8,2,Angin Sedang
2026-01-25,2.0,9.0,87.0,26.1,3.2,2,Angin Sedang
2026-01-26,2.0,10.0,83.0,26.4,1.2,2,Angin Sedang
2026-01-27,3.0,10.0,86.0,26.0,1.2,2,Angin Sedang
2026-01-28,2.0,8.0,96.0,24.1,15.2,2,Angin Sedang
2026-01-29,2.0,8.0,93.0,24.8,54.7,0,Angin Ringan
2026-01-30,2.0,11.0,87.0,25.2,61.4,0,Angin Ringan
2026-01-31,3.0,8.0,90.0,25.7,0.0,2,Angin Sedang
2026-02-01,2.0,7.0,90.0,25.3,0.1,2,Angin Sedang
2026-02-02,2.0,11.0,86.0,25.5,2.6,2,Angin Sedang
2026-02-03,2.0,8.0,84.0,26.4,1.3,2,Angin Sedang
2026-02-04,3.0,9.0,90.0,24.9,0.0,2,Angin Sedang
2026-02-05,3.0,8.0,88.0,24.9,16.8,2,Angin Sedang
2026-02-06,2.0,15.0,83.0,25.8,1.0,2,Angin Sedang
2026-02-07,1.0,7.0,92.0,24.9,0.2,1,Angin Tenang
2026-02-08,3.0,11.0,86.0,25.7,18.8,2,Angin Sedang
2026-02-09,1.0,5.0,92.0,24.3,2.4,1,Angin Tenang
2026-02-10,2.0,9.0,90.0,25.5,1.7,2,Angin Sedang
2026-02-11,3.0,14.0,91.0,24.6,0.8,2,Angin Sedang
2026-02-12,2.0,15.0,93.0,24.2,3.6,2,Angin Sedang
2026-02-13,2.0,5.0,87.0,25.9,30.0,0,Angin Ringan
2026-02-14,2.0,7.0,86.0,26.3,0.0,2,Angin Sedang
2026-02-15,2.0,9.0,86.0,26.5,3.4,2,Angin Sedang
2026-02-16,2.0,10.0,94.0,25.2,0.0,2,Angin Sedang
2026-02-17,2.0,11.0,91.0,24.6,17.1,2,Angin Sedang
2026-02-18,1.0,6.0,90.0,25.0,17.0,1,Angin Tenang
2026-02-19,1.0,6.0,96.0,25.2,0.8,1,Angin Tenang
2026-02-20,2.0,5.0,89.0,25.2,58.4,0,Angin Ringan
2026-02-21,2.0,6.0,89.0,26.1,0.4,2,Angin Sedang
2026-02-22,1.0,6.0,91.0,26.3,8.9,2,Angin Sedang
2026-02-23,3.0,9.0,91.0,24.4,17.4,2,Angin Sedang
2026-02-24,2.0,7.0,81.0,25.9,0.1,2,Angin Sedang
2026-02-25,3.0,8.0,82.0,26.2,0.2,2,Angin Sedang
2026-02-26,3.0,13.0,80.0,27.0,0.0,2,Angin Sedang
2026-02-27,5.0,14.0,85.0,26.1,0.8,2,Angin Sedang
2026-02-28,2.0,6.0,85.0,25.2,10.2,2,Angin Sedang
2026-03-01,2.0,8.0,85.0,26.3,1.0,2,Angin Sedang
2026-03-02,3.0,12.0,90.0,25.8,0.2,2,Angin Sedang
2026-03-03,5.0,17.0,86.0,25.4,23.6,2,Angin Sedang
2026-03-04,5.0,15.0,90.0,24.5,25.3,2,Angin Sedang
2026-03-05,1.0,6.0,86.0,25.4,2.3,1,Angin Tenang
2026-03-06,3.0,11.0,90.0,25.2,4.8,2,Angin Sedang
2026-03-07,2.0,8.0,94.0,23.9,9.3,2,Angin Sedang
2026-03-08,1.0,6.0,93.0,24.8,20.4,1,Angin Tenang
2026-03-09,2.0,9.0,89.0,26.0,22.2,2,Angin Sedang
2026-03-10,2.0,7.0,84.0,26.0,1.8,2,Angin Sedang
2026-03-11,1.0,7.0,84.0,25.6,6.0,1,Angin Tenang
2026-03-12,1.0,5.0,84.0,26.0,29.0,0,Angin Ringan
2026-03-13,1.0,4.0,78.0,26.4,14.5,1,Angin Tenang
2026-03-14,2.0,8.0,82.0,25.7,0.0,2,Angin Sedang
2026-03-15,3.0,12.0,77.0,26.4,0.0,2,Angin Sedang
2026-03-16,1.0,4.0,77.0,26.4,0.0,1,Angin Tenang
2026-03-17,3.0,10.0,78.0,27.2,0.0,2,Angin Sedang
2026-03-18,3.0,10.0,76.0,27.8,0.0,2,Angin Sedang
2026-03-19,2.0,7.0,78.0,27.0,0.0,2,Angin Sedang
2026-03-20,2.0,12.0,86.0,26.3,0.2,2,Angin Sedang
2026-03-21,2.0,11.0,87.0,25.9,13.0,2,Angin Sedang
2026-03-22,2.0,7.0,84.0,26.4,14.5,2,Angin Sedang
2026-03-23,3.0,10.0,81.0,26.6,0.0,2,Angin Sedang
2026-03-24,3.0,13.0,84.0,26.6,3.6,2,Angin Sedang
2026-03-25,2.0,13.0,82.0,25.6,0.0,2,Angin Sedang
2026-03-26,1.0,4.0,90.0,25.7,0.1,1,Angin Tenang
2026-03-27,1.0,7.0,89.0,25.6,2.0,2,Angin Sedang
2026-03-28,2.0,8.0,86.0,27.1,1.0,2,Angin Sedang
2026-03-29,2.0,9.0,86.0,26.6,0.0,2,Angin Sedang
2026-03-30,2.0,8.0,89.0,26.5,3.4,2,Angin Sedang
2026-03-31,2.0,8.0,96.0,25.0,6.4,2,Angin Sedang
2026-04-01,3.0,13.0,86.0,26.0,9.7,2,Angin Sedang
2026-04-02,3.0,9.0,84.0,26.3,1.6,2,Angin Sedang
2026-04-03,3.0,11.0,83.0,26.7,33.1,2,Angin Sedang
2026-04-04,2.0,17.0,91.0,25.0,58.0,0,Angin Ringan
2026-04-05,2.0,13.0,87.0,25.9,41.0,0,Angin Ringan
2026-04-06,2.0,6.0,86.0,26.0,15.0,2,Angin Sedang
2026-04-07,2.0,9.0,84.0,26.6,0.0,2,Angin Sedang
2026-04-08,2.0,6.0,84.0,26.6,0.0,2,Angin Sedang
2026-04-09,3.0,13.0,84.0,26.4,0.0,2,Angin Sedang
2026-04-10,3.0,10.0,81.0,26.6,0.0,2,Angin Sedang
2026-04-11,2.0,6.0,81.0,26.9,0.0,2,Angin Sedang
2026-04-12,2.0,11.0,84.0,26.4,6.2,2,Angin Sedang
2026-04-13,3.0,9.0,80.0,27.3,0.2,2,Angin Sedang
2026-04-14,2.0,14.0,88.0,26.2,32.4,0,Angin Ringan
2026-04-15,2.0,4.0,87.0,25.7,38.2,0,Angin Ringan
2026-04-16,3.0,9.0,89.0,26.1,74.9,0,Angin Ringan
2026-04-17,1.0,8.0,90.0,26.4,25.4,0,Angin Ringan
2026-04-18,3.0,9.0,84.0,27.3,16.6,2,Angin Sedang
2026-04-19,3.0,12.0,87.0,26.2,6.9,2,Angin Sedang
2026-04-20,2.0,8.0,83.0,27.5,72.3,0,Angin Ringan
2026-04-21,2.0,7.0,84.0,27.2,0.0,2,Angin Sedang
2026-04-22,2.0,7.0,83.0,27.1,20.4,2,Angin Sedang
2026-04-23,1.0,4.0,87.0,26.5,4.9,1,Angin Tenang
2026-04-24,3.0,10.0,80.0,27.8,0.0,2,Angin Sedang
2026-04-25,3.0,11.0,78.0,28.4,0.0,2,Angin Sedang
2026-04-26,2.0,6.0,83.0,27.5,7.5,2,Angin Sedang
2026-04-27,1.0,5.0,83.0,27.5,0.4,2,Angin Sedang
2026-04-28,1.0,6.0,88.0,26.9,0.0,2,Angin Sedang
2026-04-29,3.0,12.0,87.0,26.9,16.2,2,Angin Sedang
2026-04-30,2.0,13.0,87.0,26.5,0.4,2,Angin Sedang
2026-05-01,1.0,7.0,86.0,26.1,30.0,0,Angin Ringan
2026-05-02,1.0,4.0,84.0,26.6,29.8,0,Angin Ringan
2026-05-03,2.0,10.0,86.0,26.9,0.0,2,Angin Sedang
2026-05-04,2.0,7.0,89.0,26.1,44.2,0,Angin Ringan
2026-05-05,2.0,7.0,89.0,25.4,77.6,0,Angin Ringan
2026-05-06,2.0,7.0,87.0,27.1,66.2,0,Angin Ringan
2026-05-07,2.0,11.0,85.0,27.3,10.0,2,Angin Sedang
2026-05-08,2.0,11.0,82.0,27.2,0.0,2,Angin Sedang
2026-05-09,2.0,6.0,87.0,26.5,0.0,2,Angin Sedang
2026-05-10,3.0,10.0,88.0,26.9,20.2,2,Angin Sedang
2026-05-11,1.0,4.0,85.0,27.7,39.6,0,Angin Ringan
2026-05-12,2.0,8.0,82.0,27.6,15.8,2,Angin Sedang
